ID|FirstRegistrationAge|LastRegistrationAge|TotalNoRecords|AverageNoRecords
20213|2|1|29|14.5
20214|9|8|12|6
20215|5|6|6|
20216|7|7|6|6
20217|5|4|10|5
20218|8|9|4|
20219|6|7|10|
20220|6|7|7|
20221|9|9|8|8
20222|4|4|10|10
20223|7|7|18|18
20224|4|5|8|
20225|7|8|7|
20226|6|6|20|20
20227|2|1|18|9
20228|4|5|7|
20229|4|4|6|6
20230|5|5|9|9
20231|8|8|4|4
20232|6|6|22|22
20233|6|6|6|6
20234|5|6|10|
20235|6|7|6|
20236|6|7|2|
20237|10|11|1|
20238|7|7|5|5
20239|8|9|7|
20240|6|6|4|4
20241|5|6|4|
20242|9|8|3|1.5
20243|5|5|6|6
20244|6|6|5|5
20245|0|1|7|
20246|6|6|8|8
20247|6|7|4|
20248|7|1|41|5.8571428571429
20249|4|4|4|4
20250|1|1|14|14
20251|6|6|11|11
20252|10|9|5|2.5
20253|6|7|8|
20254|4|4|6|6
20255|4|5|7|
20256|4|4|4|4
20257|6|3|15|3.75
20258|10|10|4|4
20259|5|6|6|
20260|1|1|12|12
20261|4|5|5|
20262|9|6|15|3.75
20263|4|1|29|7.25
20264|9|9|6|6
20265|6|6|6|6
20266|5|4|17|8.5
20267|7|7|5|5
20268|10|8|17|5.6666666666667
20269|8|7|5|2.5
20270|3|4|10|
20271|5|4|17|8.5
20272|6|1|88|14.666666666667
20273|9|8|6|3
20274|6|7|7|
20275|9|3|12|1.7142857142857
20276|6|6|11|11
20277|5|6|6|
20278|4|1|52|13
20279|9|8|6|3
20280|8|8|8|8
20281|5|5|8|8
20282|4|5|12|
20283|2|2|32|32
20284|9|8|6|3
20285|4|1|23|5.75
20286|9|10|7|
20287|4|4|14|14
20288|7|7|9|9
20289|0|1|7|
20290|4|4|10|10
20291|7|8|18|
20292|4|4|4|4
20293|4|4|3|3
20294|5|5|9|9
20295|7|2|64|10.666666666667
20296|7|8|4|
20297|8|8|5|5
20298|2|1|11|5.5
20299|8|8|5|5
20300|2|1|27|13.5
20301|7|7|10|10
20302|7|8|5|
20303|7|7|8|8
20304|5|6|6|
20305|5|3|20|6.6666666666667
20306|9|2|24|3
20307|6|1|39|6.5
20308|4|4|12|12
20309|10|11|1|
20310|8|7|20|10
20311|7|1|41|5.8571428571429
20312|6|6|4|4
20313|7|7|6|6
20314|7|8|7|
20315|7|1|97|13.857142857143
20316|10|8|3|1
20317|2|1|26|13
20318|5|2|37|9.25
20319|6|6|17|17
20320|9|8|5|2.5
20321|4|4|7|7
20322|10|9|7|3.5
20323|9|10|1|
20324|1|2|2|
20325|6|7|6|
20326|7|7|4|4
20327|6|5|14|7
20328|12|13|1|
20329|7|7|13|13
20330|4|4|22|22
20331|3|3|16|16
20332|8|8|6|6
20333|1|1|25|25
20334|7|7|8|8
20335|4|4|12|12
20336|7|7|9|9
20337|9|9|8|8
20338|9|1|129|14.333333333333
20339|6|6|7|7
20340|10|11|1|
20341|4|3|26|13
20342|4|3|18|9
20343|10|6|20|4
20344|4|4|5|5
20345|4|5|6|
20346|4|4|12|12
20347|6|7|17|
20348|7|7|9|9
20349|6|1|30|5
20350|7|7|3|3
20351|5|5|14|14
20352|4|5|4|
20353|8|9|5|
20354|5|5|6|6
20355|9|9|2|2
20356|3|4|8|
20357|6|6|5|5
20358|8|8|13|13
20359|1|1|48|48
20360|10|9|6|3
20361|1|1|10|10
20362|4|4|8|8
20363|1|1|12|12
20364|6|4|12|4
20365|7|7|5|5
20366|8|1|72|9
20367|7|7|13|13
20368|1|1|10|10
20369|8|7|19|9.5
20370|1|1|10|10
20371|7|7|4|4
20372|7|7|7|7
20373|5|5|6|6
20374|6|4|9|3
20375|9|1|13|1.4444444444444
20376|9|8|7|3.5
20377|6|7|9|
20378|10|4|8|1.1428571428571
20379|4|4|10|10
20380|4|5|10|
20381|4|4|6|6
20382|4|3|12|6
20383|4|4|7|7
20384|7|4|38|9.5
20385|5|1|39|7.8
20386|4|5|6|
20387|4|5|5|
20388|10|10|2|2
20389|9|7|26|8.6666666666667
20390|7|7|10|10
20391|6|4|6|2
20392|5|6|5|
20393|7|7|8|8
20394|10|10|2|2
20395|4|4|7|7
20396|7|8|5|
20397|4|1|36|9
20398|4|3|10|5
20399|5|5|6|6
20400|8|8|10|10
20401|4|1|48|12
20402|7|7|10|10
20403|2|1|64|32
20404|6|7|12|
20405|6|7|2|
20406|6|6|11|11
20407|7|1|17|2.4285714285714
20408|7|2|47|7.8333333333333
20409|7|7|2|2
20410|6|7|1|
20411|9|2|73|9.125
20412|12|13|4|
20413|4|4|15|15
20414|5|5|6|6
20415|8|3|28|4.6666666666667
20416|2|2|12|12
20417|5|5|5|5
20418|6|6|12|12
20419|6|6|6|6
20420|0|1|2|
20421|6|1|82|13.666666666667
20422|7|7|12|12
20423|7|7|9|9
20424|8|6|84|28
20425|2|2|19|19
20426|6|6|8|8
20427|9|8|2|1
20428|5|5|10|10
20429|10|11|1|
20430|9|10|2|
20431|9|8|14|7
20432|4|3|14|7
20433|7|7|12|12
20434|5|5|8|8
20435|4|5|8|
20436|1|1|15|15
20437|9|7|8|2.6666666666667
20438|9|7|15|5
20439|7|7|7|7
20440|10|9|12|6
20441|8|7|22|11
20442|4|1|78|19.5
20443|4|4|11|11
20444|8|8|4|4
20445|6|6|5|5
20446|6|1|86|14.333333333333
20447|8|7|12|6
20448|9|9|8|8
20449|5|5|6|6
20450|8|9|7|
20451|7|7|11|11
20452|2|2|7|7
20453|8|8|6|6
20454|10|9|10|5
20455|3|4|13|
20456|6|6|7|7
20457|6|6|8|8
20458|8|8|7|7
20459|7|5|17|5.6666666666667
20460|7|7|5|5
20461|7|6|9|4.5
20462|4|4|15|15
20463|6|6|14|14
20464|5|5|7|7
20465|9|7|11|3.6666666666667
20466|4|4|15|15
20467|7|7|12|12
20468|6|5|13|6.5
20469|5|5|7|7
20470|3|1|145|48.333333333333
20471|4|5|9|
20472|4|4|10|10
20473|4|4|6|6
20474|9|9|11|11
20475|6|5|21|10.5
20476|9|7|6|2
20477|0|1|6|
20478|4|5|5|
20479|10|10|8|8
20480|3|2|18|9
20481|7|7|5|5
20482|5|5|5|5
20483|3|3|9|9
20484|1|1|12|12
20485|8|6|12|4
20486|4|3|28|14
20487|8|8|11|11
20488|6|7|3|
20489|12|13|1|
20490|8|8|9|9
20491|2|2|12|12
20492|4|5|7|
20493|9|9|4|4
20494|5|6|7|
20495|9|8|12|6
20496|2|1|12|6
20497|6|6|12|12
20498|5|5|13|13
20499|6|6|9|9
20500|6|4|18|6
20501|5|5|7|7
20502|6|7|5|
20503|4|2|18|6
20504|8|7|8|4
20505|7|7|9|9
20506|9|7|29|9.6666666666667
20507|10|8|8|2.6666666666667
20508|6|7|5|
20509|8|7|15|7.5
20510|6|5|15|7.5
20511|7|7|7|7
20512|5|5|11|11
20513|6|7|8|
20514|5|1|11|2.2
20515|2|2|13|13
20516|5|1|14|2.8
20517|3|1|65|21.666666666667
20518|3|1|43|14.333333333333
20519|6|7|7|
20520|4|5|9|
20521|4|4|8|8
20522|6|7|8|
20523|7|4|7|1.75
20524|9|8|9|4.5
20525|7|4|21|5.25
20526|8|8|12|12
20527|2|1|24|12
20528|6|7|4|
20529|0|1|9|
20530|0|1|11|
20531|1|1|12|12
20532|2|2|11|11
20533|8|8|10|10
20534|6|6|5|5
20535|6|6|8|8
20536|9|8|2|1
20537|5|6|5|
20538|9|4|38|6.3333333333333
20539|7|7|6|6
20540|5|6|9|
20541|4|5|5|
20542|8|7|9|4.5
20543|4|2|30|10
20544|3|3|36|36
20545|1|2|12|
20546|1|1|22|22
20547|5|5|21|21
20548|7|7|12|12
20549|9|8|9|4.5
20550|4|5|14|
20551|6|5|10|5
20552|4|4|8|8
20553|0|1|10|
20554|5|6|6|
20555|7|6|15|7.5
20556|6|6|24|24
20557|6|7|5|
20558|9|7|23|7.6666666666667
20559|9|6|7|1.75
20560|8|7|9|4.5
20561|4|4|15|15
20562|6|5|33|16.5
20563|9|9|10|10
20564|4|4|4|4
20565|5|6|6|
20566|8|8|8|8
20567|3|4|10|
20568|6|7|8|
20569|9|9|8|8
20570|4|1|130|32.5
20571|7|4|24|6
20572|7|7|5|5
20573|8|8|6|6
20574|6|6|11|11
20575|6|7|6|
20576|7|8|7|
20577|5|5|17|17
20578|4|4|6|6
20579|7|7|10|10
20580|7|6|11|5.5
20581|1|1|12|12
20582|4|5|9|
20583|7|7|5|5
20584|5|1|35|7
20585|7|7|6|6
20586|12|13|2|
20587|4|1|118|29.5
20588|7|7|4|4
20589|7|7|9|9
20590|7|6|20|10
20591|4|4|18|18
20592|0|1|9|
20593|4|4|6|6
20594|6|7|10|
20595|6|6|13|13
20596|0|1|1|
20597|7|7|3|3
20598|4|4|5|5
20599|7|8|5|
20600|7|8|8|
20601|4|1|37|9.25
20602|8|9|2|
20603|8|9|2|
20604|6|7|5|
20605|6|5|6|3
20606|10|9|7|3.5
20607|6|5|35|17.5
20608|9|8|8|4
20609|6|6|6|6
20610|9|8|8|4
20611|9|5|24|4.8
20612|4|5|7|
20613|4|5|6|
20614|7|7|13|13
20615|5|5|5|5
20616|5|6|6|
20617|1|1|12|12
20618|7|6|9|4.5
20619|6|7|5|
20620|4|3|12|6
20621|7|7|8|8
20622|7|7|3|3
20623|6|6|8|8
20624|9|1|39|4.3333333333333
20625|1|1|12|12
20626|5|5|7|7
20627|5|5|9|9
20628|6|6|5|5
20629|4|5|7|
20630|5|4|10|5
20631|5|4|28|14
20632|5|1|57|11.4
20633|6|6|17|17
20634|4|4|9|9
20635|7|7|38|38
20636|9|7|12|4
20637|5|3|24|8
20638|9|10|1|
20639|3|3|20|20
20640|4|4|6|6
20641|4|3|51|25.5
20642|8|6|10|3.3333333333333
20643|9|9|5|5
20644|7|7|18|18
20645|4|4|6|6
20646|8|8|5|5
20647|7|1|24|3.4285714285714
20648|2|1|50|25
20649|4|4|32|32
20650|9|6|22|5.5
20651|10|7|5|1.25
20652|6|7|9|
20653|5|5|10|10
20654|5|6|13|
20655|4|1|18|4.5
20656|3|3|14|14
20657|7|8|7|
20658|8|1|103|12.875
20659|7|8|1|
20660|4|2|33|11
20661|4|5|7|
20662|10|8|10|3.3333333333333
20663|6|6|7|7
20664|3|4|9|
20665|9|9|6|6
20666|8|6|7|2.3333333333333
20667|0|1|1|
20668|1|1|11|11
20669|4|2|52|17.333333333333
20670|2|2|26|26
20671|9|8|12|6
20672|9|10|1|
20673|7|6|9|4.5
20674|5|6|7|
20675|4|1|50|12.5
20676|9|8|10|5
20677|6|4|20|6.6666666666667
20678|5|5|6|6
20679|7|8|5|
20680|6|7|5|
20681|4|1|128|32
20682|4|5|6|
20683|5|6|6|
20684|6|7|6|
20685|5|6|9|
20686|4|4|18|18
20687|9|5|9|1.8
20688|7|5|10|3.3333333333333
20689|5|5|4|4
20690|1|1|9|9
20691|6|6|10|10
20692|6|6|13|13
20693|9|9|9|9
20694|6|5|19|9.5
20695|0|1|11|
20696|2|1|21|10.5
20697|0|1|6|
20698|7|7|7|7
20699|8|5|32|8
20700|6|2|35|7
20701|9|1|31|3.4444444444444
20702|6|1|40|6.6666666666667
20703|9|3|11|1.5714285714286
20704|9|8|7|3.5
20705|7|8|4|
20706|10|10|4|4
20707|7|2|9|1.5
20708|6|6|15|15
20709|8|8|10|10
20710|3|3|22|22
20711|4|2|36|12
20712|9|10|3|
20713|4|4|5|5
20714|7|6|7|3.5
20715|1|1|18|18
20716|4|4|7|7
20717|9|8|3|1.5
20718|9|9|5|5
20719|7|7|8|8
20720|4|4|10|10
20721|9|8|12|6
20722|5|5|9|9
20723|5|4|7|3.5
20724|6|6|5|5
20725|7|7|14|14
20726|3|1|50|16.666666666667
20727|9|8|14|7
20728|4|4|14|14
20729|9|9|6|6
20730|4|1|13|3.25
20731|8|2|10|1.4285714285714
20732|8|6|33|11
20733|9|9|5|5
20734|6|6|9|9
20735|7|6|14|7
20736|10|8|4|1.3333333333333
20737|5|5|8|8
20738|7|2|55|9.1666666666667
20739|6|6|9|9
20740|6|7|12|
20741|3|1|68|22.666666666667
20742|3|1|33|11
20743|10|10|3|3
20744|8|8|10|10
20745|1|1|19|19
20746|7|6|22|11
20747|2|1|19|9.5
20748|12|13|4|
20749|6|7|5|
20750|4|5|6|
20751|10|8|5|1.6666666666667
20752|7|6|10|5
20753|10|11|1|
20754|7|1|62|8.8571428571429
20755|9|9|4|4
20756|9|8|12|6
20757|7|6|11|5.5
20758|7|7|5|5
20759|7|7|7|7
20760|6|6|17|17
20761|10|10|2|2
20762|6|7|5|
20763|10|7|8|2
20764|9|9|8|8
20765|9|8|5|2.5
20766|8|8|3|3
20767|8|7|6|3
20768|4|3|26|13
20769|2|2|19|19
20770|8|7|18|9
20771|9|8|7|3.5
20772|9|9|6|6
20773|6|6|6|6
20774|5|4|35|17.5
20775|0|1|8|
20776|5|6|9|
20777|7|7|14|14
20778|6|6|6|6
20779|3|4|10|
20780|1|1|9|9
20781|9|9|11|11
20782|4|5|5|
20783|7|8|7|
20784|5|5|10|10
20785|6|6|5|5
20786|7|7|10|10
20787|1|1|11|11
20788|5|2|73|18.25
20789|9|9|8|8
20790|5|5|11|11
20791|5|5|21|21
20792|4|4|13|13
20793|8|8|7|7
20794|7|7|5|5
20795|6|6|8|8
20796|4|5|6|
20797|9|9|8|8
20798|8|8|7|7
20799|7|7|4|4
20800|8|7|16|8
20801|3|3|8|8
20802|2|3|10|
20803|6|6|9|9
20804|6|6|19|19
20805|9|1|51|5.6666666666667
20806|5|3|44|14.666666666667
20807|10|11|1|
20808|4|4|6|6
20809|5|6|8|
20810|7|6|2|1
20811|6|6|7|7
20812|2|2|14|14
20813|6|6|17|17
20814|6|7|8|
20815|6|7|5|
20816|4|3|27|13.5
20817|4|5|6|
20818|7|3|23|4.6
20819|10|8|3|1
20820|4|2|25|8.3333333333333
20821|0|1|6|
20822|5|5|3|3
20823|5|5|9|9
20824|8|4|12|2.4
20825|9|10|2|
20826|9|9|14|14
20827|7|7|11|11
20828|5|4|28|14
20829|5|2|18|4.5
20830|8|3|35|5.8333333333333
20831|4|2|27|9
20832|6|6|5|5
20833|2|2|17|17
20834|7|7|16|16
20835|9|2|36|4.5
20836|4|2|25|8.3333333333333
20837|6|7|6|
20838|6|6|6|6
20839|4|5|6|
20840|4|1|64|16
20841|6|6|10|10
20842|6|6|5|5
20843|4|4|2|2
20844|5|5|12|12
20845|6|7|7|
20846|3|1|107|35.666666666667
20847|8|6|17|5.6666666666667
20848|9|10|6|
20849|8|3|50|8.3333333333333
20850|6|4|45|15
20851|1|1|14|14
20852|6|7|7|
20853|4|4|14|14
20854|1|1|15|15
20855|5|5|7|7
20856|7|7|16|16
20857|8|8|6|6
20858|9|9|6|6
20859|6|7|5|
20860|6|7|7|
20861|7|7|10|10
20862|7|8|8|
20863|7|7|7|7
20864|8|5|72|18
20865|3|3|24|24
20866|7|8|3|
20867|8|4|25|5
20868|7|5|21|7
20869|6|6|6|6
20870|10|9|9|4.5
20871|9|8|3|1.5
20872|1|1|14|14
20873|2|1|35|17.5
20874|8|8|5|5
20875|4|5|9|
20876|6|7|1|
20877|6|6|5|5
20878|9|9|5|5
20879|2|1|28|14
20880|1|1|18|18
20881|7|7|3|3
20882|4|4|7|7
20883|5|5|13|13
20884|7|7|4|4
20885|6|6|7|7
20886|10|9|10|5
20887|6|6|12|12
20888|4|3|9|4.5
20889|5|6|10|
20890|5|6|9|
20891|8|4|49|9.8
20892|8|8|2|2
20893|7|7|11|11
20894|2|1|9|4.5
20895|5|6|7|
20896|9|9|5|5
20897|6|7|5|
20898|6|7|6|
20899|10|2|23|2.5555555555556
20900|3|3|15|15
20901|7|8|6|
20902|4|5|12|
20903|7|3|45|9
20904|12|13|5|
20905|9|10|1|
20906|9|9|9|9
20907|5|5|11|11
20908|6|7|5|
20909|6|6|11|11
20910|9|8|8|4
20911|7|5|14|4.6666666666667
20912|7|7|9|9
20913|7|6|19|9.5
20914|4|5|8|
20915|2|2|13|13
20916|5|5|9|9
20917|5|5|9|9
20918|4|5|7|
20919|9|7|5|1.6666666666667
20920|6|6|6|6
20921|4|5|12|
20922|3|1|21|7
20923|5|5|11|11
20924|3|1|59|19.666666666667
20925|6|6|12|12
20926|4|5|3|
20927|8|8|10|10
20928|7|7|18|18
20929|9|8|8|4
20930|7|7|11|11
20931|6|6|6|6
20932|0|1|15|
20933|4|2|23|7.6666666666667
20934|7|1|36|5.1428571428571
20935|4|4|5|5
20936|7|7|8|8
20937|9|6|33|8.25
20938|4|4|32|32
20939|5|5|6|6
20940|5|3|8|2.6666666666667
20941|6|7|9|
20942|7|1|98|14
20943|6|5|14|7
20944|5|5|20|20
20945|3|4|10|
20946|7|7|8|8
20947|2|1|13|6.5
20948|9|10|1|
20949|9|5|10|2
20950|5|6|7|
20951|4|4|22|22
20952|6|5|33|16.5
20953|6|6|9|9
20954|7|6|9|4.5
20955|2|1|12|6
20956|8|7|5|2.5
20957|10|5|12|2
20958|7|7|8|8
20959|9|10|1|
20960|6|4|38|12.666666666667
20961|9|9|6|6
20962|8|4|8|1.6
20963|6|6|6|6
20964|5|6|4|
20965|6|4|5|1.6666666666667
20966|9|9|3|3
20967|0|1|9|
20968|7|7|11|11
20969|6|6|12|12
20970|2|2|14|14
20971|4|4|14|14
20972|9|10|4|
20973|6|5|35|17.5
20974|0|1|10|
20975|5|6|10|
20976|8|1|112|14
20977|6|6|5|5
20978|4|2|12|4
20979|7|1|36|5.1428571428571
20980|10|9|3|1.5
20981|10|11|1|
20982|8|9|3|
20983|4|4|8|8
20984|3|3|9|9
20985|1|1|16|16
20986|7|7|5|5
20987|6|4|26|8.6666666666667
20988|3|4|18|
20989|6|7|8|
20990|9|6|26|6.5
20991|3|3|10|10
20992|6|6|10|10
20993|6|5|38|19
20994|5|5|5|5
20995|5|1|21|4.2
20996|9|10|6|
20997|6|7|6|
20998|8|8|8|8
20999|10|11|2|
21000|4|4|5|5
21001|9|8|8|4
21002|4|1|66|16.5
21003|10|11|1|
21004|4|4|13|13
21005|4|4|6|6
21006|9|9|11|11
21007|7|6|4|2
21008|4|4|10|10
21009|6|6|14|14
21010|4|5|14|
21011|6|1|11|1.8333333333333
21012|5|2|21|5.25
21013|3|1|49|16.333333333333
21014|3|1|45|15
21015|6|6|11|11
21016|4|3|26|13
21017|5|6|8|
21018|8|8|7|7
21019|6|6|7|7
21020|10|11|2|
21021|4|5|10|
21022|10|8|9|3
21023|6|6|7|7
21024|6|1|30|5
21025|3|4|29|
21026|8|8|9|9
21027|6|4|29|9.6666666666667
21028|5|5|8|8
21029|8|7|14|7
21030|8|8|4|4
21031|9|1|19|2.1111111111111
21032|4|5|7|
21033|6|5|3|1.5
21034|6|6|5|5
21035|8|5|23|5.75
21036|6|7|8|
21037|9|10|8|
21038|6|6|4|4
21039|6|6|9|9
21040|10|1|25|2.5
21041|5|1|66|13.2
21042|5|6|5|
21043|4|5|4|
21044|6|5|11|5.5
21045|8|8|6|6
21046|6|7|8|
21047|7|1|81|11.571428571429
21048|5|5|14|14
21049|9|10|1|
21050|7|7|5|5
21051|3|3|13|13
21052|1|1|13|13
21053|0|1|10|
21054|6|7|5|
21055|6|6|5|5
21056|0|1|14|
21057|6|6|4|4
21058|7|7|4|4
21059|5|5|9|9
21060|4|5|9|
21061|5|5|12|12
21062|8|8|4|4
21063|4|2|60|20
21064|6|6|5|5
21065|4|1|39|9.75
21066|8|8|10|10
21067|5|6|6|
21068|8|7|14|7
21069|9|8|18|9
21070|7|7|16|16
21071|4|5|8|
21072|8|7|9|4.5
21073|4|4|6|6
21074|6|6|7|7
21075|6|5|31|15.5
21076|0|1|19|
21077|4|4|10|10
21078|6|7|10|
21079|9|9|9|9
21080|6|7|5|
21081|7|7|5|5
21082|4|4|10|10
21083|4|3|16|8
21084|6|5|7|3.5
21085|1|1|17|17
21086|9|6|12|3
21087|7|7|8|8
21088|5|6|8|
21089|7|8|8|
21090|7|3|28|5.6
21091|5|5|7|7
21092|6|7|5|
21093|1|1|12|12
21094|9|5|28|5.6
21095|5|1|122|24.4
21096|5|1|119|23.8
21097|4|4|13|13
21098|5|6|7|
21099|4|5|7|
21100|6|6|14|14
21101|3|3|20|20
21102|7|7|8|8
21103|5|6|7|
21104|4|5|5|
21105|3|3|20|20
21106|6|6|6|6
21107|5|6|9|
21108|1|1|14|14
21109|9|9|7|7
21110|6|7|15|
21111|4|4|2|2
21112|8|8|8|8
21113|7|7|8|8
21114|1|1|9|9
21115|5|6|5|
21116|6|6|6|6
21117|5|5|5|5
21118|4|1|41|10.25
21119|9|8|6|3
21120|5|5|36|36
21121|5|6|7|
21122|5|5|4|4
21123|4|5|9|
21124|2|1|16|8
21125|1|1|13|13
21126|5|5|7|7
21127|8|8|9|9
21128|9|9|7|7
21129|4|4|12|12
21130|6|7|1|
21131|0|1|10|
21132|5|1|80|16
21133|4|5|11|
21134|4|5|4|
21135|8|7|9|4.5
21136|10|9|8|4
21137|8|3|64|10.666666666667
21138|4|3|26|13
21139|8|8|15|15
21140|4|4|13|13
21141|10|7|9|2.25
21142|6|2|25|5
21143|1|1|11|11
21144|9|6|3|0.75
21145|1|1|11|11
21146|1|1|10|10
21147|4|4|10|10
21148|8|8|15|15
21149|2|3|13|
21150|10|9|17|8.5
21151|6|1|15|2.5
21152|4|4|10|10
21153|1|1|36|36
21154|6|1|72|12
21155|7|7|3|3
21156|7|7|6|6
21157|6|7|9|
21158|8|7|25|12.5
21159|4|2|11|3.6666666666667
21160|9|8|6|3
21161|5|5|12|12
21162|3|4|8|
21163|9|9|8|8
21164|8|8|10|10
21165|3|4|10|
21166|4|5|7|
21167|8|7|6|3
21168|9|8|9|4.5
21169|7|7|12|12
21170|8|8|4|4
21171|9|10|1|
21172|5|1|6|1.2
21173|9|9|7|7
21174|1|1|18|18
21175|7|7|6|6
21176|8|9|4|
21177|7|5|6|2
21178|6|7|7|
21179|4|5|15|
21180|8|7|8|4
21181|5|1|47|9.4
21182|2|2|8|8
21183|9|10|1|
21184|0|1|8|
21185|3|3|13|13
21186|4|3|9|4.5
21187|8|8|7|7
21188|5|3|26|8.6666666666667
21189|5|5|9|9
21190|6|6|12|12
21191|6|6|10|10
21192|5|3|31|10.333333333333
21193|10|9|10|5
21194|6|6|24|24
21195|4|5|14|
21196|9|5|40|8
21197|7|1|3|0.42857142857143
21198|9|9|2|2
21199|7|4|11|2.75
21200|6|6|3|3
21201|8|7|19|9.5
21202|7|7|3|3
21203|7|7|12|12
21204|8|8|6|6
21205|5|5|25|25
21206|5|4|12|6
21207|9|8|11|5.5
21208|2|2|15|15
21209|3|2|16|8
21210|6|7|8|
21211|7|3|9|1.8
21212|7|3|19|3.8
21213|2|2|9|9
21214|10|10|3|3
21215|6|6|7|7
21216|10|11|1|
21217|5|5|11|11
21218|6|3|27|6.75
21219|3|3|9|9
21220|4|5|7|
21221|1|1|12|12
21222|10|8|5|1.6666666666667
21223|0|1|15|
21224|2|1|9|4.5
21225|9|9|8|8
21226|9|8|4|2
21227|5|6|7|
21228|9|2|42|5.25
21229|5|6|8|
21230|5|5|21|21
21231|5|1|31|6.2
21232|3|1|32|10.666666666667
21233|6|1|40|6.6666666666667
21234|4|5|9|
21235|5|6|5|
21236|5|6|5|
21237|9|3|62|8.8571428571429
21238|9|8|12|6
21239|9|9|8|8
21240|7|3|15|3
21241|8|7|15|7.5
21242|3|3|12|12
21243|6|6|6|6
21244|4|3|19|9.5
21245|1|1|13|13
21246|8|7|6|3
21247|8|7|12|6
21248|3|1|26|8.6666666666667
21249|4|3|11|5.5
21250|6|7|5|
21251|6|1|31|5.1666666666667
21252|2|1|14|7
21253|9|8|9|4.5
21254|5|5|8|8
21255|4|5|13|
21256|10|9|10|5
21257|4|2|35|11.666666666667
21258|6|4|11|3.6666666666667
21259|4|4|5|5
21260|8|7|10|5
21261|2|1|22|11
21262|8|8|12|12
21263|1|1|13|13
21264|2|1|27|13.5
21265|4|3|18|9
21266|6|4|29|9.6666666666667
21267|6|6|14|14
21268|9|9|5|5
21269|9|7|21|7
21270|3|1|38|12.666666666667
21271|6|6|5|5
21272|7|7|6|6
21273|10|11|1|
21274|1|1|24|24
21275|7|7|11|11
21276|5|5|10|10
21277|2|1|17|8.5
21278|4|5|7|
21279|8|8|10|10
21280|4|2|24|8
21281|7|3|66|13.2
21282|5|1|42|8.4
21283|8|7|8|4
21284|3|4|9|
21285|5|5|3|3
21286|9|8|12|6
21287|4|3|9|4.5
21288|7|7|3|3
21289|1|1|12|12
21290|9|7|19|6.3333333333333
21291|3|2|16|8
21292|10|4|55|7.8571428571429
21293|4|5|6|
21294|5|5|5|5
21295|4|4|6|6
21296|9|7|32|10.666666666667
21297|6|2|34|6.8
21298|9|10|3|
21299|6|6|7|7
21300|6|7|5|
21301|1|1|14|14
21302|5|4|25|12.5
21303|6|6|10|10
21304|4|5|8|
21305|7|8|8|
21306|7|6|8|4
21307|6|6|11|11
21308|5|4|16|8
21309|10|8|16|5.3333333333333
21310|5|6|5|
21311|6|6|4|4
21312|4|5|11|
21313|8|7|8|4
21314|6|1|42|7
21315|4|4|23|23
21316|0|1|6|
21317|12|13|2|
21318|9|6|25|6.25
21319|6|7|8|
21320|4|1|236|59
21321|4|4|9|9
21322|4|5|7|
21323|0|1|8|
21324|5|6|8|
21325|4|2|20|6.6666666666667
21326|6|1|46|7.6666666666667
21327|10|10|3|3
21328|7|7|12|12
21329|8|9|5|
21330|7|7|6|6
21331|9|8|9|4.5
21332|7|7|7|7
21333|7|7|11|11
21334|6|7|6|
21335|9|1|147|16.333333333333
21336|1|1|14|14
21337|0|1|7|
21338|3|1|64|21.333333333333
21339|10|10|3|3
21340|5|5|8|8
21341|6|5|14|7
21342|1|1|31|31
21343|4|1|13|3.25
21344|3|3|10|10
21345|1|1|13|13
21346|5|6|6|
21347|9|9|4|4
21348|9|5|24|4.8
21349|6|7|1|
21350|4|2|45|15
21351|8|7|13|6.5
21352|10|10|2|2
21353|10|1|14|1.4
21354|8|3|30|5
21355|8|6|18|6
21356|5|6|6|
21357|7|7|7|7
21358|4|5|6|
21359|9|8|8|4
21360|8|7|8|4
21361|5|6|10|
21362|4|4|11|11
21363|7|7|9|9
21364|5|5|8|8
21365|2|1|7|3.5
21366|4|4|10|10
21367|6|4|36|12
21368|2|1|13|6.5
21369|8|8|18|18
21370|6|3|53|13.25
21371|6|6|11|11
21372|5|4|6|3
21373|2|1|20|10
21374|5|6|13|
21375|10|10|3|3
21376|9|10|2|
21377|4|4|19|19
21378|7|7|4|4
21379|4|3|6|3
21380|5|6|10|
21381|7|6|27|13.5
21382|2|1|19|9.5
21383|4|4|10|10
21384|3|1|37|12.333333333333
21385|6|5|10|5
21386|8|7|10|5
21387|7|1|71|10.142857142857
21388|1|1|12|12
21389|1|1|11|11
21390|7|7|7|7
21391|2|1|13|6.5
21392|5|4|36|18
21393|7|7|6|6
21394|9|9|3|3
21395|5|1|11|2.2
21396|6|7|6|
21397|12|4|2|0.22222222222222
21398|7|7|6|6
21399|5|1|35|7
21400|4|4|5|5
21401|6|6|9|9
21402|7|8|8|
21403|3|3|8|8
21404|6|5|36|18
21405|6|1|59|9.8333333333333
21406|0|1|15|
21407|8|8|3|3
21408|7|8|1|
21409|6|6|8|8
21410|5|5|10|10
21411|8|8|11|11
21412|6|5|15|7.5
21413|2|2|16|16
21414|2|3|10|
21415|8|2|73|10.428571428571
21416|7|7|4|4
21417|4|5|6|
21418|4|5|4|
21419|9|8|9|4.5
21420|6|6|6|6
21421|0|1|15|
21422|7|7|8|8
21423|5|6|8|
21424|8|9|5|
21425|7|7|8|8
21426|8|7|6|3
21427|6|6|5|5
21428|3|2|15|7.5
